#
# DESCRIPTION: Chandra count rates for Sgr A* during the EHT campaign on 2017 April 7. For
#  details of the data processing and analysis methods, please see the documentation in this online data
#  repository and the associated publication: The Event Horizon Telescope Collaboration et al. (2022;       )
#
# COLUMNS: time (MJD), count rate (counts/s), count rate uncertainty
#
# NOTE: time bins are 300s
#
57850.2102,0.0000,0.0000
57850.2137,0.0000,0.0000
57850.2171,0.0000,0.0000
57850.2206,0.0000,0.0000
57850.2241,0.0074,0.0052
57850.2275,0.0110,0.0064
57850.2310,0.0037,0.0037
57850.2345,0.0037,0.0037
57850.2380,0.0037,0.0037
57850.2414,0.0000,0.0000
57850.2449,0.0110,0.0064
57850.2484,0.0110,0.0064
57850.2519,0.0184,0.0082
57850.2553,0.0110,0.0064
57850.2588,0.0037,0.0037
57850.2623,0.0147,0.0074
57850.2657,0.0074,0.0052
57850.2692,0.0037,0.0037
57850.2727,0.0074,0.0052
57850.2762,0.0000,0.0000
57850.2796,0.0147,0.0074
57850.2831,0.0000,0.0000
57850.2866,0.0147,0.0074
57850.2900,0.0000,0.0000
57850.2935,0.0147,0.0074
57850.2970,0.0074,0.0052
57850.3005,0.0074,0.0052
57850.3039,0.0000,0.0000
57850.3074,0.0000,0.0000
57850.3109,0.0074,0.0052
57850.3144,0.0000,0.0000
57850.3178,0.0074,0.0052
57850.3213,0.0000,0.0000
57850.3248,0.0037,0.0037
57850.3282,0.0000,0.0000
57850.3317,0.0037,0.0037
57850.3352,0.0037,0.0037
57850.3387,0.0074,0.0052
57850.3421,0.0000,0.0000
57850.3456,0.0074,0.0052
57850.3491,0.0074,0.0052
57850.3525,0.0000,0.0000
57850.3560,0.0074,0.0052
57850.3595,0.0074,0.0052
57850.3630,0.0110,0.0064
57850.3664,0.0147,0.0074
57850.3699,0.0037,0.0037
57850.3734,0.0037,0.0037
57850.3769,0.0074,0.0052
57850.3803,0.0074,0.0052
57850.3838,0.0037,0.0037
57850.3873,0.0037,0.0037
57850.3907,0.0037,0.0037
57850.3942,0.0147,0.0074
57850.3977,0.0000,0.0000
57850.4012,0.0037,0.0037
57850.4046,0.0074,0.0052
57850.4081,0.0000,0.0000
57850.4116,0.0074,0.0052
57850.4150,0.0000,0.0000
57850.4185,0.0147,0.0074
57850.4220,0.0074,0.0052
57850.4255,0.0037,0.0037
57850.4289,0.0074,0.0052
57850.4324,0.0074,0.0052
57850.4359,0.0074,0.0052
57850.4394,0.0037,0.0037
57850.4428,0.0037,0.0037
57850.4463,0.0000,0.0000
57850.4498,0.0110,0.0064
57850.4532,0.0037,0.0037
57850.4567,0.0147,0.0074
57850.4602,0.0037,0.0037
57850.4637,0.0037,0.0037
57850.4671,0.0074,0.0052
57850.4706,0.0110,0.0064
57850.4741,0.0074,0.0052
57850.4775,0.0110,0.0064
57850.4810,0.0184,0.0082
57850.4845,0.0184,0.0082
57850.4880,0.0221,0.0090
57850.4914,0.0221,0.0090
57850.4949,0.0000,0.0000
57850.4984,0.0037,0.0037
57850.5019,0.0147,0.0074
57850.5053,0.0221,0.0090
57850.5088,0.0037,0.0037
57850.5123,0.0037,0.0037
57850.5157,0.0074,0.0052
57850.5192,0.0147,0.0074
57850.5227,0.0037,0.0037
57850.5262,0.0037,0.0037
57850.5296,0.0074,0.0052
57850.5331,0.0110,0.0064
57850.5366,0.0037,0.0037
57850.5400,0.0000,0.0000
57850.5435,0.0000,0.0000
57850.5470,0.0037,0.0037
57850.5505,0.0037,0.0037
57850.5539,0.0037,0.0037
57850.5574,0.0000,0.0000
57850.5609,0.0074,0.0052
57850.5644,0.0000,0.0000
57850.5678,0.0000,0.0000
57850.5713,0.0041,0.0041
57850.5748,0.0000,0.0000
57850.5782,0.0000,0.0000
57850.5817,0.0000,0.0000
