#
# DESCRIPTION: Chandra count rates for Sgr A* during the EHT campaign on 2017 April 6. For
#  details of the data processing and analysis methods, please see the documentation in this online data
#  repository and the associated publication: The Event Horizon Telescope Collaboration et al. (2022;       )
#
# COLUMNS: time (MJD), count rate (counts/s), count rate uncertainty
#
# NOTE: time bins are 300s
#
57849.1614,0.0000,0.0000
57849.1649,0.0000,0.0000
57849.1684,0.0000,0.0000
57849.1718,0.0147,0.0074
57849.1753,0.0000,0.0000
57849.1788,0.0110,0.0064
57849.1823,0.0074,0.0052
57849.1857,0.0000,0.0000
57849.1892,0.0074,0.0052
57849.1927,0.0000,0.0000
57849.1961,0.0037,0.0037
57849.1996,0.0110,0.0064
57849.2031,0.0000,0.0000
57849.2066,0.0037,0.0037
57849.2100,0.0037,0.0037
57849.2135,0.0037,0.0037
57849.2170,0.0074,0.0052
57849.2205,0.0074,0.0052
57849.2239,0.0037,0.0037
57849.2274,0.0000,0.0000
57849.2309,0.0000,0.0000
57849.2343,0.0037,0.0037
57849.2378,0.0000,0.0000
57849.2413,0.0037,0.0037
57849.2448,0.0037,0.0037
57849.2482,0.0074,0.0052
57849.2517,0.0037,0.0037
57849.2552,0.0000,0.0000
57849.2586,0.0074,0.0052
57849.2621,0.0037,0.0037
57849.2656,0.0184,0.0082
57849.2691,0.0000,0.0000
57849.2725,0.0037,0.0037
57849.2760,0.0037,0.0037
57849.2795,0.0074,0.0052
57849.2830,0.0037,0.0037
57849.2864,0.0037,0.0037
57849.2899,0.0000,0.0000
57849.2934,0.0074,0.0052
57849.2968,0.0110,0.0064
57849.3003,0.0037,0.0037
57849.3038,0.0037,0.0037
57849.3073,0.0074,0.0052
57849.3107,0.0074,0.0052
57849.3142,0.0000,0.0000
57849.3177,0.0110,0.0064
57849.3211,0.0074,0.0052
57849.3246,0.0037,0.0037
57849.3281,0.0000,0.0000
57849.3316,0.0000,0.0000
57849.3350,0.0074,0.0052
57849.3385,0.0074,0.0052
57849.3420,0.0074,0.0052
57849.3455,0.0037,0.0037
57849.3489,0.0147,0.0074
57849.3524,0.0074,0.0052
57849.3559,0.0000,0.0000
57849.3593,0.0074,0.0052
57849.3628,0.0037,0.0037
57849.3663,0.0037,0.0037
57849.3698,0.0000,0.0000
57849.3732,0.0037,0.0037
57849.3767,0.0074,0.0052
57849.3802,0.0037,0.0037
57849.3836,0.0037,0.0037
57849.3871,0.0000,0.0000
57849.3906,0.0037,0.0037
57849.3941,0.0110,0.0064
57849.3975,0.0037,0.0037
57849.4010,0.0074,0.0052
57849.4045,0.0000,0.0000
57849.4080,0.0110,0.0064
57849.4114,0.0147,0.0074
57849.4149,0.0000,0.0000
57849.4184,0.0037,0.0037
57849.4218,0.0074,0.0052
57849.4253,0.0000,0.0000
57849.4288,0.0037,0.0037
57849.4323,0.0221,0.0090
57849.4357,0.0037,0.0037
57849.4392,0.0037,0.0037
57849.4427,0.0000,0.0000
57849.4461,0.0074,0.0052
57849.4496,0.0000,0.0000
57849.4531,0.0037,0.0037
57849.4566,0.0074,0.0052
57849.4600,0.0037,0.0037
57849.4635,0.0110,0.0064
57849.4670,0.0037,0.0037
57849.4705,0.0147,0.0074
57849.4739,0.0037,0.0037
57849.4774,0.0037,0.0037
57849.4809,0.0037,0.0037
57849.4843,0.0037,0.0037
57849.4878,0.0074,0.0052
57849.4913,0.0000,0.0000
57849.4948,0.0037,0.0037
57849.4982,0.0074,0.0052
57849.5017,0.0147,0.0074
57849.5052,0.0110,0.0064
57849.5086,0.0037,0.0037
57849.5121,0.0184,0.0082
57849.5156,0.0110,0.0064
57849.5191,0.0147,0.0074
57849.5225,0.0074,0.0052
57849.5260,0.0037,0.0037
57849.5295,0.0000,0.0000
57849.5330,0.0000,0.0000
57849.5364,0.0000,0.0000
