#
# DESCRIPTION: Chandra count rates for Sgr A* during the EHT campaign on 2017 April 12. For
#  details of the data processing and analysis methods, please see the documentation in this online data
#  repository and the associated publication: The Event Horizon Telescope Collaboration et al. (2022;       )
#
# COLUMNS: time (MJD), count rate (counts/s), count rate uncertainty
#
# NOTE: time bins are 300s
#
57855.2253,0.0000,0.0000
57855.2287,0.0000,0.0000
57855.2322,0.0000,0.0000
57855.2357,0.0058,0.0058
57855.2392,0.0037,0.0037
57855.2426,0.0074,0.0052
57855.2461,0.0000,0.0000
57855.2496,0.0000,0.0000
57855.2530,0.0000,0.0000
57855.2565,0.0000,0.0000
57855.2600,0.0000,0.0000
57855.2635,0.0000,0.0000
57855.2669,0.0074,0.0052
57855.2704,0.0074,0.0052
57855.2739,0.0037,0.0037
57855.2774,0.0074,0.0052
57855.2808,0.0037,0.0037
57855.2843,0.0037,0.0037
57855.2878,0.0000,0.0000
57855.2912,0.0037,0.0037
57855.2947,0.0074,0.0052
57855.2982,0.0074,0.0052
57855.3017,0.0110,0.0064
57855.3051,0.0110,0.0064
57855.3086,0.0000,0.0000
57855.3121,0.0074,0.0052
57855.3155,0.0037,0.0037
57855.3190,0.0037,0.0037
57855.3225,0.0037,0.0037
57855.3260,0.0037,0.0037
57855.3294,0.0037,0.0037
57855.3329,0.0037,0.0037
57855.3364,0.0147,0.0074
57855.3399,0.0000,0.0000
57855.3433,0.0037,0.0037
57855.3468,0.0037,0.0037
57855.3503,0.0000,0.0000
57855.3537,0.0000,0.0000
57855.3572,0.0074,0.0052
57855.3607,0.0110,0.0064
57855.3642,0.0037,0.0037
57855.3676,0.0037,0.0037
57855.3711,0.0147,0.0074
57855.3746,0.0000,0.0000
57855.3780,0.0147,0.0074
57855.3815,0.0037,0.0037
57855.3850,0.0000,0.0000
57855.3885,0.0037,0.0037
57855.3919,0.0074,0.0052
57855.3954,0.0110,0.0064
57855.3989,0.0000,0.0000
57855.4024,0.0037,0.0037
57855.4058,0.0074,0.0052
57855.4093,0.0074,0.0052
57855.4128,0.0037,0.0037
57855.4162,0.0110,0.0064
57855.4197,0.0037,0.0037
57855.4232,0.0147,0.0074
57855.4267,0.0074,0.0052
57855.4301,0.0074,0.0052
57855.4336,0.0074,0.0052
57855.4371,0.0074,0.0052
57855.4405,0.0074,0.0052
57855.4440,0.0147,0.0074
57855.4475,0.0074,0.0052
57855.4510,0.0037,0.0037
57855.4544,0.0184,0.0082
57855.4579,0.0000,0.0000
57855.4614,0.0074,0.0052
57855.4649,0.0000,0.0000
57855.4683,0.0110,0.0064
57855.4718,0.0037,0.0037
57855.4753,0.0110,0.0064
57855.4787,0.0037,0.0037
57855.4822,0.0000,0.0000
57855.4857,0.0037,0.0037
57855.4892,0.0000,0.0000
57855.4926,0.0110,0.0064
57855.4961,0.0074,0.0052
57855.4996,0.0000,0.0000
57855.5030,0.0074,0.0052
57855.5065,0.0037,0.0037
57855.5100,0.0037,0.0037
57855.5135,0.0000,0.0000
57855.5169,0.0074,0.0052
57855.5204,0.0000,0.0000
57855.5239,0.0074,0.0052
57855.5274,0.0074,0.0052
57855.5308,0.0037,0.0037
57855.5343,0.0000,0.0000
57855.5378,0.0110,0.0064
57855.5412,0.0074,0.0052
57855.5447,0.0074,0.0052
57855.5482,0.0037,0.0037
57855.5517,0.0037,0.0037
57855.5551,0.0074,0.0052
57855.5586,0.0037,0.0037
57855.5621,0.0110,0.0064
57855.5655,0.0000,0.0000
57855.5690,0.0037,0.0037
57855.5725,0.0110,0.0064
57855.5760,0.0074,0.0052
57855.5794,0.0074,0.0052
57855.5829,0.0184,0.0082
57855.5864,0.0197,0.0114
57855.5899,0.0000,0.0000
57855.5933,0.0000,0.0000
57855.5968,0.0000,0.0000
